"gene_symbol","T41231_008","T41231_012","T41231_013","T22568_001","T22568_002","T6445_001","T6445_002","T6445_003","T6445_004","T226_002","T226_003","T226_004","T14908_002","T14908_006","T2158_013","T15959_002","T15959_003","T15959_004","T15959_005"
"NDUFA11",86,123,188,85,29,98,65,117,84,132,121,151,104,67,79,30,32,59,67
"TRBC1/2",29,51,54,23,18,107,66,49,40,29,22,46,135,90,31,26,22,96,38
"IRAK2",23,38,42,22,13,28,22,38,32,22,18,36,44,30,22,7,6,12,14
"TWF1",57,93,134,63,21,64,52,82,72,78,62,98,72,46,72,16,15,29,35
"GPC4",24,45,48,39,16,31,22,39,35,24,18,38,37,24,32,9,8,10,29
"POLB",32,64,68,31,18,39,36,49,40,35,25,49,46,37,28,12,10,16,29
"ARG1",35,55,61,31,16,44,33,53,42,26,18,50,49,33,31,9,8,16,31
"GLS",169,167,269,98,28,66,43,114,114,175,203,202,56,44,47,25,22,37,45
"AMER1",38,51,62,33,15,38,29,45,37,28,23,51,40,27,30,9,7,11,24
"IER3",45,95,70,38,29,60,47,85,68,39,66,61,117,73,92,28,24,34,41
"CBL",36,68,72,63,19,53,40,53,45,40,41,50,56,36,39,12,12,24,31
"CD86",40,59,51,31,18,36,34,53,36,31,26,48,54,34,35,9,18,21,41
"H3C10",106,126,297,179,28,167,83,156,89,107,101,72,68,78,180,25,25,56,42
"GADD45G",32,53,51,27,15,34,25,44,35,23,21,40,42,33,27,9,8,13,21
"ATG12",41,53,65,34,17,48,32,59,43,31,20,41,47,31,28,12,11,19,25
"IDH1",59,92,140,67,20,61,50,70,71,33,30,64,78,52,50,17,18,25,32
"HHEX",30,50,50,24,14,40,33,49,37,28,24,43,56,30,31,9,14,19,38
"CCR4",24,47,49,29,11,35,28,47,34,23,18,41,45,33,24,5,10,15,23
"H3-5",97,119,200,161,66,152,96,136,171,76,65,116,102,81,38,22,15,49,43
"SIN3A",52,80,102,67,31,58,39,75,59,56,44,78,61,41,38,11,13,25,32
"OTC",36,56,53,33,15,33,30,47,37,31,23,48,47,32,31,11,7,12,23
"GNGT1",14,44,39,16,7,16,20,36,22,13,16,45,40,21,24,3,5,10,12
"EOMES",19,46,34,20,11,35,25,33,31,25,16,36,32,25,24,11,7,16,16
"EFNA1",37,60,69,50,19,36,25,52,45,36,39,51,38,27,34,8,7,13,21
"PTPN11",57,92,125,83,30,82,50,87,78,95,78,112,79,56,57,16,15,26,37
"SNAI2",26,49,46,29,14,35,31,41,30,21,50,38,55,36,61,13,11,22,26
"TIGIT",29,52,45,28,13,40,32,43,31,26,18,36,40,27,30,11,9,21,30
"THEM4",36,65,71,35,21,44,31,59,47,43,32,57,50,36,37,7,12,20,32
"TNF",25,54,57,34,23,48,37,60,40,29,25,50,49,34,30,11,9,18,27
"ILF3",105,161,212,188,56,96,65,135,102,139,177,143,85,66,90,30,34,62,56
"TNFRSF11B",28,49,45,24,13,34,28,46,37,64,42,39,96,42,29,14,13,14,25
"C4B",659,608,1772,83,71,40,36,346,128,499,238,902,59,55,51,26,35,39,48
"UQCRQ",51,88,107,44,20,50,41,73,56,46,42,74,74,48,49,15,11,23,36
"PIK3CA",27,47,54,32,14,34,30,44,38,31,26,47,42,31,31,7,6,10,21
"CCNE2",30,44,53,30,12,36,24,47,31,30,16,35,38,29,25,8,6,13,24
"NOS2",27,45,45,21,15,32,26,46,32,24,22,40,39,27,33,8,6,11,24
"LTF",36,55,61,37,12,43,32,54,40,34,25,54,57,36,35,10,9,17,30
"F13A1",48,63,78,33,55,65,62,52,42,87,23,109,137,92,48,36,30,52,54
"CHUK",31,53,56,37,17,43,30,47,41,37,41,57,46,35,29,10,11,18,22
"YTHDF2",63,106,124,61,30,50,34,66,46,46,41,61,57,32,40,15,11,24,32
"OLR1",32,65,53,34,13,21,28,41,35,30,24,40,51,37,28,13,15,21,37
"ITPK1",55,60,117,183,44,55,35,75,39,36,26,55,65,60,35,5,13,22,51
"BCOR",40,69,78,53,20,53,38,58,46,44,36,60,54,40,41,10,12,21,30
"CXCL12",31,52,75,31,18,83,57,49,37,37,19,47,42,33,71,49,36,71,56
"TREM1",23,50,46,29,18,33,26,44,32,28,23,35,49,32,45,6,9,11,21
"IL20RA",35,61,61,35,19,41,33,59,46,32,25,50,57,39,30,10,9,17,34
"IL4",27,41,39,22,10,32,23,37,33,24,19,32,38,26,25,6,5,8,16
"GAGE1",27,53,47,28,13,30,27,43,33,29,21,48,39,28,30,7,4,11,19
"ARNT2",52,79,108,49,20,46,35,82,52,33,30,56,54,34,31,13,12,22,36
"COL17A1",31,60,52,25,14,33,27,44,38,23,19,47,47,34,24,7,5,12,21
"PKMYT1",27,46,41,25,11,32,30,38,28,28,27,40,35,23,29,7,5,10,20
"IL21R",32,56,59,37,16,49,31,50,38,32,24,46,53,33,28,18,11,28,32
"PSEN1",50,77,88,59,25,49,37,49,48,46,35,63,60,46,38,16,12,20,27
"KLRF1",26,40,42,22,12,32,25,35,31,23,17,36,36,29,25,9,8,15,19
"PCNA",58,81,128,69,20,71,55,82,59,79,66,83,64,50,65,22,18,38,39
"RFC3",41,69,82,41,16,49,41,63,49,38,34,50,44,32,40,10,12,20,28
"FOXP3",23,40,41,18,11,32,24,34,31,22,15,34,39,23,26,5,3,10,16
"GPT",30,48,59,26,14,37,28,46,40,25,27,47,48,30,31,9,9,13,35
"IFNG",22,45,45,25,10,34,28,35,30,22,18,35,36,25,25,7,7,12,36
"TOX",28,58,59,27,17,41,32,44,41,24,17,41,43,30,29,9,11,19,21
"KDR",26,48,71,25,11,35,29,64,44,28,19,39,37,30,36,8,5,8,19
"CTCFL",36,59,59,21,12,32,23,43,34,22,19,35,37,22,29,6,8,14,17
"FUBP1",63,101,125,85,37,64,45,83,65,74,62,83,73,56,59,17,21,35,31
"MAPK14",96,140,218,75,37,57,42,83,71,52,50,75,82,59,49,13,13,25,37
"TP73",26,48,49,27,11,32,30,45,30,31,18,37,40,29,29,9,6,14,23
"CD209",27,57,58,33,11,57,43,54,45,30,14,56,50,36,35,11,10,23,34
"IRF9",42,83,101,46,25,47,32,52,53,37,38,51,61,42,39,13,16,24,24
"PIAS4",24,46,54,36,15,34,26,44,39,31,30,45,45,29,30,10,9,14,23
"AXIN1",41,63,73,46,21,45,31,62,56,47,49,54,46,28,33,12,7,17,29
"PROM1",31,52,45,37,17,18,31,37,42,31,16,49,36,38,26,11,7,8,21
"CXCL3",20,41,36,20,9,28,23,34,29,20,15,34,33,18,29,7,7,12,22
"CCL11",24,44,37,19,8,27,25,34,23,21,19,35,32,17,20,5,5,12,18
"PUM1",78,113,133,67,21,47,31,70,50,48,41,65,63,41,40,10,14,28,31
"CCNO",22,39,47,23,11,24,21,32,31,22,13,32,34,18,18,6,5,6,12
"EPM2AIP1",45,71,92,54,24,42,29,45,38,36,23,50,50,35,39,13,12,18,29
"PTCH1",49,86,94,65,23,71,61,107,63,32,29,44,42,31,29,8,7,14,28
"LAMC2",32,60,54,81,21,33,24,62,79,20,14,41,85,144,26,13,11,25,37
"NOS1",48,71,83,51,19,37,32,56,44,28,26,47,49,33,31,9,8,15,31
"CXCR6",24,35,38,23,11,32,26,36,28,23,17,38,33,28,20,8,8,15,22
"C5",26,46,44,30,11,35,33,43,33,31,20,40,34,29,25,8,9,14,19
"ANGPTL4",35,55,50,29,17,35,32,54,44,51,22,42,64,53,121,8,6,8,21
"CR2",22,43,42,22,13,31,22,41,28,23,15,35,30,23,23,8,9,12,19
"P2RY13",30,59,57,29,14,47,35,42,42,29,24,51,56,39,33,10,14,22,26
"LILRB1",40,59,70,40,21,41,51,50,45,25,29,41,56,43,35,11,16,24,19
"HHIP",216,296,541,284,57,89,60,670,334,20,44,36,46,28,30,8,9,12,24
"IRF5",33,39,45,31,13,30,23,38,37,28,26,49,44,32,31,5,11,12,21
"CD58",25,54,53,32,15,37,30,39,34,29,24,41,107,67,35,15,13,24,26
"SMAP1",45,82,84,44,25,44,33,60,46,41,30,57,51,33,36,11,8,18,20
"NFATC2",32,66,57,34,17,46,31,56,38,24,21,42,50,31,32,14,11,17,25
"IL4R",41,76,86,40,20,53,44,55,49,63,55,69,67,48,63,13,14,29,36
"ALCAM",256,354,642,37,16,43,36,143,144,72,47,82,70,44,51,16,18,27,49
"SETBP1",34,60,56,31,16,35,35,45,35,30,17,45,42,35,30,8,12,14,39
"SSX1",101,163,212,254,175,555,351,669,541,147,90,205,321,292,118,271,271,577,262
"SOS2",41,59,71,37,21,35,32,44,33,37,34,47,63,42,37,8,12,15,23
"FGF8",29,46,50,22,11,30,30,49,38,27,15,41,48,27,30,9,5,16,26
"CLCF1",28,54,45,27,13,33,32,48,38,30,27,44,68,38,33,7,9,14,34
"H3C8",52,89,129,28,15,78,50,89,57,59,61,49,46,39,72,22,12,28,41
"STAT3",181,259,421,195,75,144,92,179,129,142,141,170,86,70,70,39,34,64,65
"TRAC",24,52,47,33,16,80,52,45,39,21,20,43,53,36,27,27,21,76,25
"FGF4",25,51,45,29,13,31,27,44,35,23,20,39,44,30,25,5,8,11,17
"BST1",25,46,39,25,12,29,26,38,34,21,15,38,45,25,27,13,10,16,25
"GRIA3",28,43,47,25,8,29,24,41,29,23,15,37,37,24,26,7,8,7,20
"VHL",35,52,65,39,19,34,24,44,39,35,33,42,45,29,27,8,10,13,17
"CACNA2D1",32,61,50,36,20,43,29,60,44,32,21,47,38,28,39,13,9,17,30
"ELOB",63,98,121,58,23,80,47,90,67,76,79,109,98,52,65,18,22,31,42
"RIMKLB",55,75,89,70,26,79,56,83,73,45,44,59,46,32,41,15,12,20,28
"CCRL2",28,45,43,25,13,35,26,40,31,23,20,36,45,30,29,9,9,15,18
"LRP5",36,54,59,41,18,29,27,43,33,42,37,59,37,29,28,6,6,8,19
"MS4A6A",51,66,88,38,19,87,67,45,35,60,34,69,117,72,47,37,38,67,55
"IL7R",23,46,50,26,11,50,33,39,34,24,18,43,42,28,28,7,9,20,25
"KLRD1",22,38,39,22,9,26,24,34,29,28,13,31,29,24,22,8,5,11,16
"MEF2C",24,69,55,42,12,25,32,63,43,37,26,42,36,43,29,12,6,9,17
"PPP3R2",32,63,55,33,17,38,30,62,43,32,28,53,52,39,45,14,13,21,36
"ASNS",64,96,110,39,21,60,44,75,60,48,61,70,55,42,40,12,11,22,35
"FCER1G",56,63,78,35,24,85,72,52,52,54,42,68,107,66,77,35,39,54,53
"CACNA2D3",42,62,60,32,16,34,23,53,37,25,16,43,37,24,24,8,6,14,19
"C8A",24,44,42,19,12,24,22,36,26,21,18,36,34,26,22,6,5,12,21
"CYP19A1",21,44,40,25,12,28,25,44,31,21,17,37,32,23,25,5,4,11,16
"NSD2",35,53,64,74,22,45,34,56,49,37,33,49,48,28,39,11,11,19,20
"BCL6",50,79,82,41,22,48,39,77,66,52,53,76,56,41,44,13,10,21,30
"A2M",90,68,196,53,27,95,70,57,36,78,40,97,87,73,103,69,54,73,81
"KRT7",34,82,36,148,26,19,22,52,32,22,26,38,104,119,35,8,6,9,14
"MMP11",78,94,118,143,22,35,27,44,37,30,18,41,50,40,27,15,10,19,30
"TNFRSF8",25,49,60,27,12,35,24,50,34,25,19,37,37,24,27,10,12,21,30
"CMTM4",41,59,70,36,17,42,26,52,41,43,29,49,59,34,32,9,8,17,29
"CST2",35,38,50,28,20,59,41,66,47,27,17,45,97,45,32,3,13,9,32
"IDH2",77,115,119,63,19,66,47,55,46,33,57,54,53,42,61,14,12,31,29
"BIRC3",24,48,53,29,12,43,34,52,35,33,20,39,47,35,24,12,11,31,27
"PPARG",26,42,48,25,16,30,25,40,34,25,17,45,32,29,22,9,6,11,22
"TET2",35,50,59,35,16,48,36,50,43,33,31,40,55,33,34,11,8,17,29
"IL22RA1",18,33,36,20,10,28,17,30,25,19,19,34,34,27,19,5,6,10,18
"NLRC5",32,63,61,43,17,60,45,50,42,41,29,51,59,54,51,18,15,39,29
"MAP3K1",42,59,70,35,17,58,46,53,45,28,24,55,56,33,36,13,14,24,26
"CFD",74,153,140,50,32,51,49,91,54,45,29,56,114,51,40,10,15,28,21
"TIRAP",31,50,51,28,14,35,26,41,28,20,21,43,44,28,29,8,6,11,22
"NF2",42,68,77,38,18,42,28,45,43,33,26,51,49,36,39,11,9,16,35
"PRKAA2",35,69,64,35,20,36,23,54,42,32,23,47,52,34,34,10,6,13,30
"LAG3",27,46,40,27,17,40,31,50,37,28,22,36,32,24,26,10,7,20,19
"FZD5",30,44,43,25,13,27,28,44,36,22,21,38,31,26,25,7,6,14,15
"CR1",26,42,49,23,13,39,30,38,37,27,16,47,48,29,28,9,10,15,21
"PPBP",21,43,38,22,12,23,20,37,24,19,15,36,32,24,25,5,5,9,22
"POU2AF1",29,38,42,27,12,39,22,40,38,29,21,48,32,25,31,7,10,18,31
"P4HA2",88,163,97,111,38,63,37,106,86,42,38,55,78,53,179,24,21,35,59
"FEN1",38,61,72,43,15,39,32,55,42,37,32,46,45,57,44,12,8,16,24
"TNN",31,54,65,28,15,43,34,47,35,29,16,45,46,30,32,8,8,13,27
"FASLG",26,52,46,26,14,38,29,44,35,26,21,34,41,33,29,9,8,16,20
"CD1A",27,50,42,28,16,33,29,44,32,26,17,44,40,31,25,8,8,10,22
"STC1",26,42,40,34,14,30,26,38,31,20,15,39,114,75,26,8,7,11,17
"GNG4",28,45,48,25,14,34,28,38,34,35,44,62,37,27,27,9,7,16,22
"ENTPD1",25,39,42,24,12,45,33,36,35,23,20,38,44,33,29,11,7,12,23
"TFDP1",65,81,129,80,28,67,47,86,55,52,41,67,56,45,58,16,17,23,34
"CD48",37,59,66,35,17,57,38,57,41,28,28,49,58,45,39,15,14,26,27
"COL3A1",5719,5053,4325,1231,293,4226,2468,613,430,1029,4201,597,1206,615,3878,834,527,1317,1845
"RPTOR",38,56,60,53,24,33,24,36,42,44,34,62,47,30,33,8,10,16,23
"PFKM",28,53,49,33,14,36,29,46,39,28,21,41,35,23,33,9,7,11,25
"JAK3",30,44,54,27,14,67,45,47,39,33,22,45,49,37,40,16,16,40,32
"ACTB",1855,2618,3519,2236,558,2293,1323,1739,1169,2304,3465,1893,2282,1715,2951,961,839,1571,1277
"KIR3DL3",21,38,35,18,10,23,19,41,26,18,13,34,32,18,18,6,4,9,14
"POLR2D",40,61,74,43,21,44,26,56,46,36,42,49,44,32,35,10,7,14,20
"MASP2",39,76,73,30,16,41,35,55,43,30,26,56,58,38,36,13,10,15,31
"TNFAIP3",42,84,61,47,16,61,41,58,42,31,24,43,48,40,49,19,19,47,34
"HDAC2",82,150,158,80,28,74,56,109,86,69,86,79,68,45,68,22,17,27,49
"SFN",38,65,67,35,16,34,36,49,36,74,75,81,53,43,39,8,11,15,30
"PCK1",46,80,114,27,14,35,26,65,80,28,21,44,38,28,25,9,8,15,24
"CLEC14A",30,47,64,32,19,35,36,47,33,31,23,51,43,29,37,11,7,15,28
"CMTM6",51,97,105,57,15,51,39,64,43,57,43,67,105,65,43,16,12,23,29
"PRKACB",39,83,72,32,18,47,34,59,50,39,31,56,59,48,41,15,10,22,31
"TNFRSF18",34,48,51,24,15,37,27,49,38,25,24,43,51,31,37,10,11,13,28
"FGFR4",25,50,49,26,10,24,26,42,30,23,16,40,41,21,19,7,4,10,15
"RAG1",32,51,45,21,16,32,28,45,30,28,19,45,40,29,23,9,5,14,27
"BST2",106,154,204,36,14,79,53,88,149,29,23,44,76,88,42,45,34,60,58
"RBL2",67,92,118,45,28,68,43,66,51,60,58,86,75,45,47,17,22,37,31
"IRGM",27,49,48,27,16,32,25,42,34,26,20,43,47,28,28,7,8,12,17
"CCR1",31,49,45,21,12,35,33,40,32,28,18,36,46,36,35,11,13,18,21
"PTPRR",26,53,50,29,12,42,24,52,38,35,22,45,45,31,31,9,8,12,28
"CEBPE",29,52,46,28,12,29,22,41,31,28,17,38,35,25,20,6,7,10,19
"HOXA11",27,48,55,30,13,31,32,44,40,24,15,45,40,27,30,8,5,10,24
"TFE3",58,81,101,87,38,61,38,57,49,63,52,83,56,40,52,13,13,25,33
"FANCG",34,58,67,43,17,36,29,45,39,39,34,49,45,30,32,11,8,13,24
"HIF1A",64,94,107,59,24,58,41,55,40,70,97,73,77,55,104,24,22,28,33
"POLD4",30,52,57,31,16,34,27,46,36,21,22,45,52,29,36,10,11,19,32
"E2F1",26,52,54,40,13,43,35,55,40,31,29,41,38,31,31,11,7,13,28
"C1QA",124,78,199,57,25,260,294,84,82,184,75,193,224,197,235,111,102,204,109
"COX5B",98,163,257,110,36,91,70,151,110,127,122,141,113,79,97,30,32,54,60
"ITGA8",28,39,50,25,12,31,28,40,34,24,16,44,49,36,29,9,4,12,19
"CSF2RB",24,46,42,26,13,35,32,45,36,28,21,44,50,33,33,10,10,23,32
"LCOR",24,42,45,25,14,28,25,37,32,30,17,39,32,26,24,7,7,13,18
"CFB",141,369,363,73,41,46,35,199,125,124,59,221,46,53,36,24,21,32,53
"MMP1",27,58,47,38,12,34,28,45,36,26,19,46,50,65,59,9,5,15,29
"CD74",743,347,1435,312,138,1234,1201,407,216,598,368,621,1674,1432,262,1233,1515,2601,1220
"IHH",21,49,37,27,12,31,25,39,28,21,17,36,35,24,25,6,5,12,18
"LAMB4",23,37,34,23,10,28,23,32,27,19,19,36,34,25,18,7,6,8,17
"MRPL19",49,89,109,62,22,49,37,64,49,61,52,84,59,41,46,12,17,22,29
"COL2A1",27,48,51,32,12,29,30,47,36,23,24,36,39,32,28,9,8,10,18
"TERT",28,48,44,27,12,32,26,41,34,24,18,38,41,26,28,10,6,11,28
"PLA2G6",38,54,74,33,16,30,28,46,30,31,14,42,42,27,30,7,5,13,26
"NOX1",27,43,49,22,16,27,25,40,28,24,17,42,39,26,25,4,7,9,17
"IRF3",58,77,104,60,29,56,40,65,44,50,33,70,61,49,41,17,16,27,34
"SELPLG",26,44,48,27,13,41,27,40,38,26,18,41,44,29,25,9,8,17,21
"HK1",37,58,60,46,20,56,36,65,50,122,102,130,84,60,75,22,15,36,30
"ZAP70",27,46,44,26,11,41,28,45,30,23,18,40,37,30,22,9,6,20,22
"IFNAR2",58,93,112,58,29,65,48,79,57,57,52,70,60,41,48,20,17,34,34
"ATF2",54,93,113,116,37,64,44,82,79,57,52,77,54,46,50,11,15,20,31
"ZC3H12A",28,59,53,34,16,34,27,43,36,29,23,41,45,34,34,9,7,12,19
"MME",43,90,53,27,19,33,31,135,95,29,62,44,43,32,32,10,9,14,29
"IKBKG",37,57,57,43,20,36,31,46,35,36,33,46,47,29,28,8,12,17,28
"NFKB2",41,66,69,54,23,74,57,74,61,58,52,78,77,54,49,13,13,33,36
"COL4A3",30,61,47,23,11,31,26,46,37,27,18,44,43,32,29,6,6,12,17
"HDAC4",48,77,82,71,31,42,38,61,49,41,36,68,55,40,33,9,11,14,27
"MAGEA12",46,66,72,48,27,50,44,69,57,45,30,53,53,31,39,9,12,12,32
"VEGFD",32,55,57,26,18,37,33,40,32,28,21,47,40,35,29,6,6,10,28
"CDC14A",28,47,48,28,13,31,27,41,30,28,19,38,41,29,24,10,6,13,20
"RIN1",30,47,46,35,20,35,29,47,40,50,29,63,42,31,31,11,10,19,29
"LDHB",94,143,249,126,39,127,71,184,144,151,121,140,107,61,76,20,25,44,48
"ICAM4",26,39,40,26,12,34,27,39,39,25,22,35,38,25,27,5,6,10,19
"RORA",33,52,45,34,22,43,33,54,39,28,15,31,50,28,37,9,12,18,33
"ARG2",31,64,64,37,23,40,30,50,41,33,22,49,46,31,32,7,7,13,22
"NDUFB4",87,138,194,113,40,96,63,150,128,107,111,119,111,71,82,31,35,47,63
"RAC3",44,72,70,45,24,48,35,59,47,50,50,72,57,44,50,11,9,17,40
"DMBT1",23,34,35,26,15,30,26,38,35,21,20,31,41,27,28,9,7,12,19
"ADA",24,51,48,32,13,35,26,37,33,27,15,36,32,26,30,8,8,17,25
"GADD45A",31,61,51,39,17,47,34,58,38,53,36,51,62,39,44,15,10,19,38
"ITGAX",39,57,45,31,20,38,24,49,39,28,25,36,51,34,38,15,16,37,29
"IL18",42,70,112,54,20,37,37,64,54,85,71,90,50,39,31,16,16,28,28
"TGFBR1",48,76,78,45,20,52,35,72,52,58,85,69,67,41,56,21,20,29,30
"RYBP",32,64,63,52,23,35,30,45,41,41,29,61,47,34,35,12,10,14,32
"ITGA2B",20,41,35,29,11,24,19,37,31,21,17,30,30,21,21,4,7,8,16
"UBA7",35,51,68,36,18,58,45,55,45,42,34,61,54,50,41,23,16,43,46
"WNT16",25,35,40,23,12,27,22,34,30,19,17,34,28,18,23,7,7,9,17
"MAPT",27,59,57,31,18,39,30,49,38,29,21,42,39,29,27,9,7,9,21
"NOD1",35,64,53,30,17,35,30,43,34,33,40,45,47,35,34,10,10,19,25
"IFNGR1",61,93,92,48,24,63,53,72,56,45,61,63,68,48,51,30,45,60,60
"MLLT3",39,56,63,28,16,32,32,44,36,22,22,38,44,33,28,11,9,16,30
"RIMKLA",25,43,45,24,16,27,26,42,31,22,18,41,38,24,24,6,6,9,21
"ADAM12",43,95,51,35,16,42,34,41,36,29,24,41,43,27,64,20,16,29,29
"APOB",32,58,57,29,13,30,31,48,37,26,21,47,42,31,25,8,8,10,22
"GPSM3",27,47,52,26,18,42,31,42,32,24,18,36,48,29,32,12,13,26,26
"SLC11A1",40,58,58,41,26,38,29,48,51,35,34,48,69,38,51,9,10,14,26
"ATG5",41,67,73,49,21,50,30,56,46,48,39,53,50,35,38,13,10,18,20
"CD28",32,50,47,30,14,34,28,48,43,26,21,41,42,38,36,8,10,19,25
"APOA2",25,43,48,32,15,34,23,45,32,24,17,37,39,22,23,7,7,10,22
"HEY1",28,49,46,25,15,38,24,40,32,25,20,38,41,29,37,7,5,7,15
"ARNT",50,78,88,50,24,74,48,91,77,65,59,82,61,40,39,14,14,23,32
"IL1RL1",25,48,49,25,11,34,28,46,37,27,20,42,41,29,27,7,8,12,25
"TSC1",38,63,69,38,14,45,39,80,42,35,32,70,52,39,38,12,10,18,22
"RB1",46,66,84,55,28,55,40,66,47,37,27,49,56,43,43,10,9,19,27
"CCR3",31,51,43,45,12,34,25,44,29,20,19,36,41,24,22,9,7,10,18
"MPL",26,44,44,26,15,28,23,38,33,25,17,34,36,21,26,9,6,8,24
"PLK1",29,61,66,44,13,45,29,50,37,37,31,44,43,26,40,7,8,15,25
"DEFB134",22,42,36,22,11,31,24,41,29,22,18,31,34,22,27,8,6,10,28
"SPA17",26,63,59,27,14,37,24,39,34,28,20,48,46,29,30,9,9,13,32
"AFDN",34,44,56,29,13,32,22,52,30,22,16,36,29,21,26,8,6,10,10
"TNFRSF10B",50,83,76,31,15,62,43,87,70,70,61,84,78,61,53,14,13,21,30
"THBD",40,70,70,41,20,50,34,64,53,38,35,57,50,40,50,21,21,34,43
"TOLLIP",35,68,70,54,22,41,36,56,44,37,28,57,60,46,35,13,12,16,41
"BMP6",33,56,45,24,14,37,24,35,29,23,16,44,51,32,26,8,7,13,25
"FGF17",19,35,43,17,9,28,24,29,29,17,17,31,29,22,20,8,4,8,15
"SOX9",35,53,51,31,17,33,31,48,43,33,23,48,81,54,38,9,9,15,26
"TUBB",240,359,576,276,77,155,114,216,176,163,199,171,143,114,170,40,46,94,84
"TLR9",26,46,41,26,14,32,24,34,34,22,17,33,31,28,26,7,6,13,14
"NDUFB11",47,84,80,49,20,51,35,69,51,45,42,64,73,46,55,13,14,21,42
"IL17B",27,46,46,32,12,37,28,42,37,23,21,50,42,28,28,9,7,11,23
"NCF4",36,52,53,28,15,44,37,43,35,34,22,51,55,39,36,11,13,22,30
"MAPKAPK2",39,71,83,55,28,65,46,66,44,93,92,106,78,58,63,16,22,34,39
"SIGLEC1",37,52,47,34,19,47,48,60,49,31,25,56,63,54,38,16,11,23,29
"FCRL2",25,47,51,32,15,34,28,42,30,26,29,42,38,24,25,8,6,12,18
"GBP4",27,46,55,26,15,70,40,49,34,28,25,48,53,42,24,15,17,28,32
"LRP6",45,66,70,47,20,42,31,58,48,35,25,48,43,28,28,8,7,13,25
"SPINK1",24,44,43,26,12,25,22,39,30,22,17,36,35,24,24,7,6,8,16
"PSAT1",30,60,57,41,13,46,34,48,37,38,44,49,55,39,29,8,8,10,18
"IFNGR2",62,91,113,78,41,88,63,83,78,64,57,75,123,85,76,21,27,46,38
"PDCD1LG2",25,47,51,27,17,35,26,39,31,26,15,40,40,32,25,12,11,19,23
"NKD1",63,83,96,45,27,36,31,56,39,30,25,50,50,35,31,8,8,11,24
"EPOR",26,48,47,21,11,34,27,40,36,24,18,43,37,31,30,10,9,15,22
"CD6",27,48,48,28,14,45,27,45,33,26,21,36,42,31,25,9,10,22,20
"SELE",27,47,48,27,12,32,25,46,33,26,15,33,37,25,29,8,11,11,21
"CAMP",24,43,36,26,12,28,25,36,30,22,17,34,38,22,23,8,7,10,17
"NASP",82,110,168,90,38,64,42,85,54,69,56,80,57,44,63,16,15,28,41
"SAA1",29,50,45,27,13,37,25,76,36,83,120,86,37,42,32,22,18,19,58
"PTGS2",32,51,51,27,15,38,30,49,37,27,28,44,39,30,30,9,6,14,21
"EWSR1",115,180,255,147,53,103,69,121,87,104,97,104,113,72,111,31,32,57,56
"POLR1B",30,55,61,28,12,35,29,49,37,41,25,46,41,26,32,7,8,12,19
"SMPD3",89,116,253,31,15,29,23,52,42,22,16,34,37,29,25,7,6,7,19
"FGFR1",81,108,121,138,71,79,52,75,63,174,124,160,143,57,56,24,23,43,71
"CD44",75,164,151,205,90,71,53,106,79,312,125,216,418,290,296,39,42,101,90
"MEN1",40,74,83,54,26,38,30,52,44,45,34,56,47,35,35,8,11,15,28
"IRAK4",44,62,87,33,14,43,39,55,43,30,25,47,48,27,31,12,10,18,25
"IL16",34,52,66,30,15,38,31,48,33,26,17,46,44,35,33,6,8,17,30
"FLT3",29,58,62,30,17,34,30,53,41,27,26,44,41,34,28,6,6,11,21
"LIF",40,90,59,67,18,37,31,61,42,33,28,48,73,50,34,9,9,12,26
"NID2",55,70,85,31,17,56,35,43,37,31,31,51,53,35,122,12,7,14,27
"LILRA1",33,49,45,32,15,36,27,41,38,29,17,36,45,24,29,9,7,14,21
"HSPA2",31,50,59,24,17,31,26,45,31,35,33,49,39,32,27,8,6,11,16
"MGMT",36,51,61,43,21,36,28,45,42,48,33,61,45,30,33,11,9,12,27
"CCL7",22,42,36,23,14,24,23,40,31,24,14,33,31,19,27,11,4,12,27
"ATF1",38,75,84,47,25,55,42,81,75,46,33,59,55,41,38,12,14,17,25
"WNT6",20,42,40,22,12,31,26,40,26,27,20,31,36,27,31,7,6,10,17
"SBNO2",46,98,111,55,41,59,44,87,55,90,88,97,75,57,64,24,25,49,46
"GRIN1",23,42,41,24,12,33,22,42,30,22,20,41,36,25,27,8,7,12,24
"IFI27",73,116,149,42,17,85,61,144,214,147,169,162,255,254,70,53,43,74,84
"CHEK1",35,56,62,40,13,34,29,48,39,31,30,53,44,31,36,8,8,13,20
"FANCE",29,48,51,34,13,31,29,39,36,25,16,39,36,33,23,8,6,10,22
"SLC16A1",96,177,123,250,87,48,33,90,94,77,64,82,58,47,83,15,16,23,36
"ICOS",26,50,47,25,14,30,33,47,39,21,21,42,45,31,28,8,6,12,21
"ROR2",52,91,117,50,23,34,33,47,38,77,78,112,42,24,46,13,12,20,31
"NOS3",31,59,49,32,14,40,29,48,40,29,20,40,39,34,33,8,7,14,40
"C1QB",107,69,181,56,24,218,239,80,66,128,78,159,115,129,200,76,85,129,88
"FGF2",24,48,42,27,14,37,28,47,31,45,39,62,40,29,31,6,6,11,19
"MAML2",55,82,105,34,18,43,34,61,46,47,30,70,53,35,36,12,10,15,26
"BMP8A",24,45,47,22,12,34,23,44,34,24,15,42,36,26,30,7,6,11,26
"CD274",28,53,50,26,13,33,23,38,36,24,18,45,42,31,28,8,6,15,27
